Municipios;Distritos;Secciones;Índice de Gini y Distribución de la renta P80/P20;Periodo;Total
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Distribución de la renta P80/P20;2016;3,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501019 Pozuelo de Alarcón sección 01019;Distribución de la renta P80/P20;2015;3,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Índice de Gini;2023;44,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Índice de Gini;2022;44,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Índice de Gini;2021;43,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Índice de Gini;2020;44,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Índice de Gini;2019;45,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Índice de Gini;2018;45,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Índice de Gini;2017;45,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Índice de Gini;2016;46,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Índice de Gini;2015;.
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Distribución de la renta P80/P20;2023;4,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Distribución de la renta P80/P20;2022;4,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Distribución de la renta P80/P20;2021;4,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Distribución de la renta P80/P20;2020;4,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Distribución de la renta P80/P20;2019;4,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Distribución de la renta P80/P20;2018;4,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Distribución de la renta P80/P20;2017;4,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Distribución de la renta P80/P20;2016;5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501020 Pozuelo de Alarcón sección 01020;Distribución de la renta P80/P20;2015;5,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Índice de Gini;2023;33,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Índice de Gini;2022;33,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Índice de Gini;2021;34,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Índice de Gini;2020;35,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Índice de Gini;2019;34,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Índice de Gini;2018;34,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Índice de Gini;2017;32,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Índice de Gini;2016;35,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Índice de Gini;2015;35,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Distribución de la renta P80/P20;2023;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Distribución de la renta P80/P20;2022;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Distribución de la renta P80/P20;2021;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Distribución de la renta P80/P20;2020;3,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Distribución de la renta P80/P20;2019;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Distribución de la renta P80/P20;2018;3,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Distribución de la renta P80/P20;2017;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Distribución de la renta P80/P20;2016;3,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501021 Pozuelo de Alarcón sección 01021;Distribución de la renta P80/P20;2015;3,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Índice de Gini;2023;38,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Índice de Gini;2022;36,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Índice de Gini;2021;36
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Índice de Gini;2020;36,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Índice de Gini;2019;38,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Índice de Gini;2018;39,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Índice de Gini;2017;36,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Índice de Gini;2016;38,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Índice de Gini;2015;39,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Distribución de la renta P80/P20;2023;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Distribución de la renta P80/P20;2022;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Distribución de la renta P80/P20;2021;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Distribución de la renta P80/P20;2020;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Distribución de la renta P80/P20;2019;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Distribución de la renta P80/P20;2018;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Distribución de la renta P80/P20;2017;2,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Distribución de la renta P80/P20;2016;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501022 Pozuelo de Alarcón sección 01022;Distribución de la renta P80/P20;2015;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Índice de Gini;2023;30,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Índice de Gini;2022;30
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Índice de Gini;2021;33,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Índice de Gini;2020;29,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Índice de Gini;2019;32,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Índice de Gini;2018;32,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Índice de Gini;2017;32,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Índice de Gini;2016;31,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Índice de Gini;2015;33,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Distribución de la renta P80/P20;2023;2,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Distribución de la renta P80/P20;2022;2,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Distribución de la renta P80/P20;2021;2,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Distribución de la renta P80/P20;2020;2,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Distribución de la renta P80/P20;2019;2,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Distribución de la renta P80/P20;2018;2,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Distribución de la renta P80/P20;2017;2,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Distribución de la renta P80/P20;2016;2,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501023 Pozuelo de Alarcón sección 01023;Distribución de la renta P80/P20;2015;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Índice de Gini;2023;44,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Índice de Gini;2022;42,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Índice de Gini;2021;43,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Índice de Gini;2020;44,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Índice de Gini;2019;45,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Índice de Gini;2018;45,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Índice de Gini;2017;45,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Índice de Gini;2016;46,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Índice de Gini;2015;.
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Distribución de la renta P80/P20;2023;4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Distribución de la renta P80/P20;2022;3,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Distribución de la renta P80/P20;2021;3,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Distribución de la renta P80/P20;2020;3,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Distribución de la renta P80/P20;2019;3,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Distribución de la renta P80/P20;2018;3,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Distribución de la renta P80/P20;2017;4,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Distribución de la renta P80/P20;2016;3,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501024 Pozuelo de Alarcón sección 01024;Distribución de la renta P80/P20;2015;4,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Índice de Gini;2023;31,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Índice de Gini;2022;31,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Índice de Gini;2021;33,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Índice de Gini;2020;34,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Índice de Gini;2019;33,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Índice de Gini;2018;31,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Índice de Gini;2017;34,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Índice de Gini;2016;35,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Índice de Gini;2015;38,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Distribución de la renta P80/P20;2023;2,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Distribución de la renta P80/P20;2022;2,4
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Distribución de la renta P80/P20;2021;2,7
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Distribución de la renta P80/P20;2020;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Distribución de la renta P80/P20;2019;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Distribución de la renta P80/P20;2018;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Distribución de la renta P80/P20;2017;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Distribución de la renta P80/P20;2016;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501025 Pozuelo de Alarcón sección 01025;Distribución de la renta P80/P20;2015;3,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Índice de Gini;2023;34,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Índice de Gini;2022;34,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Índice de Gini;2021;35,1
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Índice de Gini;2020;35
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Índice de Gini;2019;35,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Índice de Gini;2018;35,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Índice de Gini;2017;36,6
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Índice de Gini;2016;35,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Índice de Gini;2015;36
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Distribución de la renta P80/P20;2023;2,8
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Distribución de la renta P80/P20;2022;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Distribución de la renta P80/P20;2021;2,9
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Distribución de la renta P80/P20;2020;3,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Distribución de la renta P80/P20;2019;3,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Distribución de la renta P80/P20;2018;3,2
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Distribución de la renta P80/P20;2017;3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Distribución de la renta P80/P20;2016;3,3
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501026 Pozuelo de Alarcón sección 01026;Distribución de la renta P80/P20;2015;3,5
28115 Pozuelo de Alarcón;2811501 Pozuelo de Alarcón distrito 01;2811501027 Pozuelo de Alarcón sección 01027;Índice de Gini;2023;32,3
